access.log
[2012-08-14 17:47:55] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:30] [127.0.0.1] [slider-tom] [GET /_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:30] [127.0.0.1] [slider-tom] [GET /jquery/jgplot/jquery.jqplot.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:30] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/index.php HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:44] [127.0.0.1] [slider-tom] [GET /jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:44] [127.0.0.1] [slider-tom] [GET /jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:44] [127.0.0.1] [slider-tom] [GET /jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:44] [127.0.0.1] [slider-tom] [GET /jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:44] [127.0.0.1] [slider-tom] [GET /jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:44] [127.0.0.1] [slider-tom] [GET /jquery/jgplot/jquery.jqplot.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:44] [127.0.0.1] [slider-tom] [GET /jquery/jgplot/plugins/jqplot.pieRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:44] [127.0.0.1] [slider-tom] [GET /jquery/jgplot/plugins/jqplot.donutRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:44] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/developer_change.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:45] [127.0.0.1] [slider-tom] [POST /_BugzillaDev/ajax_developer_filters.php?Developer=57&Filter= HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:33:53] [127.0.0.1] [slider-tom] [POST /_BugzillaDev/ajax_developer_bugs.php?Developer=57&Filter=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:34:04] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bg.gif HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:34:04] [127.0.0.1] [slider-tom] [GET /_Bugzilla/desc.gif HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:34:04] [127.0.0.1] [slider-tom] [POST /_BugzillaDev/ajax_developer_bugs.php?Developer=57&Filter=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:00] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/index.php HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:13] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:13] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:13] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:13] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:13] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:13] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:13] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:13] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:13] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/index.php HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.pieRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.donutRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/developer_change.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.pieRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.donutRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/developer_change.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:42:28] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:01] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:01] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:01] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:01] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:01] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:01] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:01] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:01] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:01] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/index.php HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.pieRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.donutRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/developer_change.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.pieRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.donutRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:43:15] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/developer_change.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:18] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:18] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:18] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:19] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:19] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:19] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:19] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:19] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:18] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/index.php HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.pieRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.donutRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/developer_change.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/jquery.jqplot.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.pieRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/jquery/jgplot/plugins/jqplot.donutRenderer.min.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:33] [127.0.0.1] [slider-tom] [GET /_BugzillaDev/_Bugzilla/developer_change.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:45] [127.0.0.1] [slider-tom] [GET /_Bugzilla/_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:45] [127.0.0.1] [slider-tom] [GET /_Bugzilla/_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:45] [127.0.0.1] [slider-tom] [GET /_Bugzilla/_Bugzilla/gantt/css/style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:45] [127.0.0.1] [slider-tom] [GET /_Bugzilla/_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:45] [127.0.0.1] [slider-tom] [GET /_Bugzilla/_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:45] [127.0.0.1] [slider-tom] [GET /_Bugzilla/_Bugzilla/gantt/css/style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:45] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:45] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:45] [127.0.0.1] [slider-tom] [GET /_Bugzilla/index.php HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:49] [127.0.0.1] [slider-tom] [GET /_Bugzilla/jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:49] [127.0.0.1] [slider-tom] [GET /_Bugzilla/jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:49] [127.0.0.1] [slider-tom] [GET /_Bugzilla/jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:49] [127.0.0.1] [slider-tom] [GET /_Bugzilla/jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:49] [127.0.0.1] [slider-tom] [GET /_Bugzilla/jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:49] [127.0.0.1] [slider-tom] [GET /_Bugzilla/_Bugzilla/gantt/js/jquery.fn.gantt.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:49] [127.0.0.1] [slider-tom] [GET /_Bugzilla/_Bugzilla/bugzilla_product.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:49] [127.0.0.1] [slider-tom] [GET /_Bugzilla/jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-15 01:44:49] [127.0.0.1] [slider-tom] [GET /_Bugzilla/jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
